0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Cluster
398.908038025263,387.6786114979304,353.29436796270187,341.3182876927804,367.4158668325597,318.59460357053416,315.8021967699995,306.49607432101993,325.19840017026684,305.41396661309165,285.4299130998107,305.0585795393549,304.4582945064345,294.46626774979404,309.56925867585454,319.01377659114513,301.25867455032875,306.52844234932394,326.2432031184767,325.19840017026684,327.92958248100564,348.27699631138285,380.61643689840054,384.35160583081847,1.0
401.8706091437163,364.359454952349,374.0867127023218,364.89560310535694,332.5028905849303,337.15500169968647,324.3516472047614,324.3516472047614,340.24312037059127,319.68218512565744,299.3098807684971,313.1580588986031,280.7359734878751,282.4273723297032,317.9499699572988,300.5368492736079,315.3327676409549,299.7050719981151,322.33371775068844,318.1002632277341,336.9852503757205,350.8383859242122,362.1021634472024,379.8328500161022,1.0
389.1597108744144,385.85662493737976,355.1443635643908,371.0239389260966,338.4878735209744,317.02152227781835,329.7990568231967,320.4929343742171,323.6551875096912,294.9504036382232,304.4347463963672,297.74733417621843,300.1769177754382,276.0619462973674,314.1674159326205,293.8966566499483,287.9782893030095,314.1674159326205,305.85280381147163,329.98171812193607,332.89806112757816,350.0120204350007,361.240951220494,368.04878807893687,1.0
415.63248607450026,384.9456316571045,361.48772871217403,373.6624788284691,344.47285645701845,313.01049183554204,310.4301399110198,307.32809909469324,319.7203158732809,312.2186221507889,303.7228773303597,291.1529359844461,290.84235185891964,300.9006018976847,316.4664945610035,307.9707497405744,290.215647699758,319.5073108875341,330.2290327293976,326.04684648552586,332.0965861651502,335.63463453762597,353.3185145039898,352.6320730805471,1.0
410.7583224990759,369.0958628666251,382.28007345179395,362.341835057372,336.82518633183804,334.7953797606127,328.2857127947612,318.9795903457816,322.11197484911554,317.48684066335466,308.8477429582298,290.436088813082,301.6506430852582,291.6984411714713,324.84720584244764,298.3713734434453,295.41218976997595,297.47985890367215,316.8909759330379,337.92830137972777,341.1522540598651,331.42051394637366,345.3960777874855,355.3786233882798,0.0
405.8841589236516,379.3889512190029,363.33772431386296,351.02119128627504,342.81016926788215,327.5598595224181,321.32495914789047,305.81475506625776,333.99342974331756,289.7550591759204,311.0542412391612,295.59679266212595,300.9487302299641,288.1697498330131,318.0238354912388,294.69036449325506,312.44546653407144,324.1054681443,328.6957762795354,308.6873072943379,330.4936362402942,357.69618927348876,369.2491512750629,379.9210920633594,1.0
389.2548933074109,382.2126518162786,380.5178241555237,336.21075159681067,345.38698893862005,320.3243392842234,314.3642055010196,317.46624631734613,336.3850887191521,319.02327768848613,304.50563747927606,312.5125985519863,306.0019194154863,301.66146665782014,317.2820977930911,285.09098819612603,305.80527391041176,302.0780161604381,327.9291480546042,323.7320274946623,342.8350184207234,350.0943135801956,343.67365333406883,364.50437706496956,2.0
411.80930116055805,373.8322707809013,354.3509852216743,338.8492914991831,358.1882984052764,332.435757821539,326.01569675210806,304.30141103782233,313.47062524600716,300.29149620105187,286.28356433163594,302.9794248500099,293.78980247855964,278.27563246221905,307.41791111535167,284.36916291940514,311.00181598062966,301.33627846229047,305.1625198296731,303.9808293276398,322.31925774400963,352.655703193025,342.8124411073605,356.3529681890288,2.0
387.3433008504398,391.59474688838105,364.3065952674167,365.9164028301269,330.0916486882592,312.30227839967085,300.44269820727806,322.1569839215637,325.3520801402091,293.5597147136176,285.5716952656285,284.6299246174212,290.21033860285735,286.093879899271,297.5537244376122,295.48407233656184,307.32080703043937,321.88025504985706,313.8244630333134,303.209222997352,347.80349706729595,328.1150519895278,356.07367786024395,377.2627838028839,1.0
394.22423931583177,383.21436585300376,367.0377155172408,368.55494273249934,359.93377448144616,317.9647173451497,318.2982710910195,318.2982710910195,334.07026972828874,310.8279332261834,305.28839762819246,283.91307744605706,283.753323706747,274.0549844791801,308.97525204558696,300.6806144067798,303.6397980802492,305.93443571905635,303.6292633798109,315.090677891554,333.8591649620108,347.61521711256125,355.21246563353566,365.4787218657186,2.0
381.5133410465299,374.83398481762634,366.1565908691056,346.76491120630027,348.8779410909596,323.62715629062853,308.23547662782215,311.33751744414866,307.99254094902125,286.0961517387491,307.4948959091237,292.0125568053051,300.31671697390186,281.87323191623204,299.1110653678475,299.95878913005885,308.83634015046704,317.35596332703113,302.86263515487974,330.1353980918784,313.3434042852971,350.1766067253905,350.8206411619293,368.2252721734513,1.0
411.9044835935546,388.8617670475552,343.6019968332155,366.85243070050944,341.2302709657792,322.84061564427066,295.0706413482983,322.9890086952371,323.0372611493457,303.3643702513149,300.94629214923873,305.98958718496135,273.71684493493433,295.36494874103914,316.6142256288835,290.3594128329299,299.236963853338,298.3693276696998,330.3817212156629,332.5270570677131,315.82764360858334,349.3502412361791,360.55126566991487,374.60447554240847,2.0
375.68338124262,365.54261050197374,378.84332116467215,366.00117468451447,343.80709063651716,325.27856479383104,316.02825504836625,309.82417341571323,312.77585890069054,314.63258876388056,288.56095369547614,308.2115155238012,298.91289126331367,280.4893186270707,309.7908552776746,289.637587556209,304.4335059235559,312.8316716042052,326.4722358478746,315.93912420681295,328.16902578901255,324.80959003268185,359.69005344320647,348.2898013603452,2.0
394.31942174882835,375.8356988543515,374.34995161857785,344.2111431583154,342.97574704194903,334.1654935352283,318.3736238504751,299.7613789525159,302.51445665203534,310.90080727644636,282.0123499355911,301.61711733202895,289.5783253467951,291.1443007580002,293.84503594687396,282.99739493254935,306.6708643203045,309.049117579527,313.13417905151493,327.82057910101497,343.796122255156,340.9220000536745,337.6451677471104,358.30165779052686,2.0
377.6901561325876,356.25123618632114,355.4076024806468,329.4007034688511,352.36889324329917,320.4809937051969,295.9026661219716,311.41287020360426,301.74285032174754,283.1690257890121,284.21884821652236,289.14516811984845,297.50906555272553,287.6156094195419,314.38901253444055,305.9490390435836,294.11230434970605,287.02166559566507,306.0818365408695,304.90611562786995,342.99464729272796,346.87114476854464,354.4370167448918,357.41555503703506,2.0
372.81599255716327,377.748406171352,358.1387227304709,363.44740663652965,354.9457129140372,319.694453058839,323.0643614546927,304.4521165567335,316.787570522072,309.43724430157783,298.0988158852088,288.42832094848427,282.41939759539065,275.57671399945104,301.48400953017045,278.59456070563823,302.26803009339335,295.40237687710925,321.0294940302241,304.13450929758216,325.76460090172856,352.82028948341485,353.57580451818353,367.4274114672167,2.0
379.6969310225553,354.4292496257705,350.03310828641736,352.12676286543257,343.8898795235506,309.234443024726,291.2872812772096,309.8995261751688,303.3629029672943,296.7054628141436,291.55021212532375,287.7114737771201,284.59503576050474,280.55822674262544,300.7422718320228,298.58702114320306,292.6686537962643,291.619822852431,326.54858009100724,312.8526988856617,334.8202687964434,351.9939239942033,342.1227555567813,344.7453903463779,2.0
370.90440010019216,387.13050124345443,370.82545302603734,333.8265272576009,326.01771960245185,331.01933094979665,302.93877252829805,315.34693579360413,299.42803133088404,280.9736813267093,293.7567104062551,284.0558510955518,283.89312290521065,285.5397394857999,312.16379943999766,283.06927749913524,297.8651958664822,290.8780851542833,294.3533804375047,308.9178272492514,334.0187938340154,317.29000748458367,351.85338006476684,358.38989983778407,3.0
389.54044060640047,352.6072630652199,359.10759368402466,353.91404675181,318.37004947727144,330.2327903034387,311.48822296305985,302.1821005140803,308.1462209189636,304.24189983927505,275.5346372586149,274.5226773935754,291.823863111141,282.01104814734157,308.3812454153193,282.3474522224144,279.388268548945,287.0955311296051,309.3010379268593,327.1258127556983,323.36017601444456,319.851397097413,365.1146168176503,375.6670623904147,2.0
404.2581137656701,385.3085146829038,365.4509588318079,325.1444233888763,348.2121752704584,306.87482108565223,289.0172652345564,313.8335917651687,323.190941119288,309.5101183518408,286.49623758036256,294.37725879363984,276.7341951538061,278.48235680888337,292.43542608451867,305.2990963334487,284.5848106191629,307.63950771717174,295.9629811304996,304.21134928255333,309.4158439091594,346.12707242452814,332.4778943868603,363.8830004532494,3.0
399.3839501902457,358.25466425977135,368.1820790816319,359.1911265565548,316.7073622881351,299.6393008474576,294.4646748529917,303.77079730197136,300.276477646143,299.7783368644065,285.7843685143551,278.96653407125524,290.42003740055287,263.6067266949149,288.6528720598404,286.82216901591147,283.8629853424421,306.89777001902405,301.48206719128274,316.09280417675524,305.3286546610171,318.19866611899005,342.2085188948459,370.2622038222065,
